id,semantic_groups,uri,preflabel,name,synonyms,description
MONDO:0008199,disease,NA,late-onset Parkinson disease,late-onset Parkinson disease,NA,NA
MONDO:0014641,disease,NA,frontotemporal dementia and/or amyotrophic lateral sclerosis 4,frontotemporal dementia and/or amyotrophic lateral sclerosis 4,NA,NA
HGNC:12509,gene,NA,UBQLN2,ubiquilin 2,ALS15|CHAP1|DSK2|HRIHFB2157|N4BP4|PLIC2,"This gene encodes an ubiquitin-like protein (ubiquilin) that shares high degree of similarity with related products in yeast, rat and frog. Ubiquilins contain a N-terminal ubiquitin-like domain and a C-terminal ubiquitin-associated domain. They physically associate with both proteasomes and ubiquitin ligases; and thus, are thought to functionally link the ubiquitination machinery to the proteasome to affect in vivo protein degradation. This ubiquilin has also been shown to bind the ATPase domain of the Hsp70-like Stch protein. [provided by RefSeq, Oct 2009]."
MONDO:0009502,disease,NA,pyruvate dehydrogenase E2 deficiency,pyruvate dehydrogenase E2 deficiency,NA,NA
MONDO:0859241,disease,NA,"neurodegeneration, childhood-onset, with progressive microcephaly","neurodegeneration, childhood-onset, with progressive microcephaly",NA,NA
HP:0003487,phenotype,NA,Babinski sign,Babinski sign,NA,NA
HGNC:2711,gene,NA,DCTN1,dynactin subunit 1,DAP-150|DP-150|HMND14|P135,"This gene encodes the largest subunit of dynactin, a macromolecular complex consisting of 10 subunits ranging in size from 22 to 150 kD. Dynactin binds to both microtubules and cytoplasmic dynein. Dynactin is involved in a diverse array of cellular functions, including ER-to-Golgi transport, the centripetal movement of lysosomes and endosomes, spindle formation, chromosome movement, nuclear positioning, and axonogenesis. This subunit interacts with dynein intermediate chain by its domains directly binding to dynein and binds to microtubules via a highly conserved glycine-rich cytoskeleton-associated protein (CAP-Gly) domain in its N-terminus. Alternative splicing of this gene results in multiple transcript variants encoding distinct isoforms. Mutations in this gene cause distal hereditary motor neuronopathy type VIIB (HMN7B) which is also known as distal spinal and bulbar muscular atrophy (dSBMA). [provided by RefSeq, Oct 2008]."
HGNC:21645,gene,NA,CHCHD2,coiled-coil-helix-coiled-coil-helix domain containing 2,C7orf17|MIX17B|MNRR1|NS2TP|PARK22,"The protein encoded by this gene belongs to a class of eukaryotic CX(9)C proteins characterized by four cysteine residues spaced ten amino acids apart from one another. These residues form disulfide linkages that define a CHCH fold. In response to stress, the protein translocates from the mitochondrial intermembrane space to the nucleus where it binds to a highly conserved 13 nucleotide oxygen responsive element in the promoter of cytochrome oxidase 4I2, a subunit of the terminal enzyme of the electron transport chain. In concert with recombination signal sequence-binding protein J, binding of this protein activates the oxygen responsive element at four percent oxygen. In addition, it has been shown that this protein is a negative regulator of mitochondria-mediated apoptosis. In response to apoptotic stimuli, mitochondrial levels of this protein decrease, allowing BCL2-associated X protein to oligomerize and activate the caspase cascade. Pseudogenes of this gene are found on multiple chromosomes. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2016]."
MONDO:0011758,disease,NA,Hurler syndrome,Hurler syndrome,NA,NA
HP:0007256,phenotype,NA,Abnormal pyramidal sign,Abnormal pyramidal sign,NA,NA
MONDO:0012651,disease,NA,spastic ataxia 2,spastic ataxia 2,NA,NA
HGNC:11138,gene,NA,SNCA,synuclein alpha,NACP|PARK1|PARK4|PD1,"Alpha-synuclein is a member of the synuclein family, which also includes beta- and gamma-synuclein. Synucleins are abundantly expressed in the brain and alpha- and beta-synuclein inhibit phospholipase D2 selectively. SNCA may serve to integrate presynaptic signaling and membrane trafficking. Defects in SNCA have been implicated in the pathogenesis of Parkinson disease. SNCA peptides are a major component of amyloid plaques in the brains of patients with Alzheimer's disease. Alternatively spliced transcripts encoding different isoforms have been identified for this gene. [provided by RefSeq, Feb 2016]."
HGNC:2605,gene,NA,CYP27A1,cytochrome P450 family 27 subfamily A member 1,CP27|CTX|CYP27,"This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This mitochondrial protein oxidizes cholesterol intermediates as part of the bile synthesis pathway. Since the conversion of cholesterol to bile acids is the major route for removing cholesterol from the body, this protein is important for overall cholesterol homeostasis. Mutations in this gene cause cerebrotendinous xanthomatosis, a rare autosomal recessive lipid storage disease. [provided by RefSeq, Jul 2008]."
HGNC:11588,gene,NA,TBP,TATA-box binding protein,GTF2D|GTF2D1|HDL4|SCA17|TBP1|TFIID,"Initiation of transcription by RNA polymerase II requires the activities of more than 70 polypeptides. The protein that coordinates these activities is transcription factor IID (TFIID), which binds to the core promoter to position the polymerase properly, serves as the scaffold for assembly of the remainder of the transcription complex, and acts as a channel for regulatory signals. TFIID is composed of the TATA-binding protein (TBP) and a group of evolutionarily conserved proteins known as TBP-associated factors or TAFs. TAFs may participate in basal transcription, serve as coactivators, function in promoter recognition or modify general transcription factors (GTFs) to facilitate complex assembly and transcription initiation. This gene encodes TBP, the TATA-binding protein. A distinctive feature of TBP is a long string of glutamines in the N-terminus. This region of the protein modulates the DNA binding activity of the C terminus, and modulation of DNA binding affects the rate of transcription complex formation and initiation of transcription. The number of CAG repeats encoding the polyglutamine tract is usually 25-42, and expansion of the number of repeats to 45-66 increases the length of the polyglutamine string and is associated with spinocerebellar ataxia 17, a neurodegenerative disorder classified as a polyglutamine disease. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2016]."
MONDO:0100079,disease,NA,"developmental and epileptic encephalopathy, 6A","developmental and epileptic encephalopathy, 6A",NA,NA
MONDO:0014864,disease,NA,hypermanganesemia with dystonia 2,hypermanganesemia with dystonia 2,NA,NA
MONDO:0012138,disease,NA,muscular dystrophy-dystroglycanopathy type B6,muscular dystrophy-dystroglycanopathy type B6,NA,NA
MONDO:0017241,disease,NA,obsolete AP4-related intellectual disability and spastic paraplegia,obsolete AP4-related intellectual disability and spastic paraplegia,NA,NA
MONDO:0014729,disease,NA,hereditary spastic paraplegia 75,hereditary spastic paraplegia 75,NA,NA
HGNC:7106,gene,NA,ATXN3,ataxin 3,AT3|ATX3|JOS|MJD|MJD1|SCA3,"Machado-Joseph disease, also known as spinocerebellar ataxia-3, is an autosomal dominant neurologic disorder. The protein encoded by this gene contains (CAG)n repeats in the coding region, and the expansion of these repeats from the normal 12-44 to 52-86 is one cause of Machado-Joseph disease. There is a negative correlation between the age of onset and CAG repeat numbers. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jul 2016]."
MONDO:0030872,disease,NA,frontotemporal dementia and/or amyotrophic lateral sclerosis 8,frontotemporal dementia and/or amyotrophic lateral sclerosis 8,NA,NA
HP:0002185,phenotype,NA,Neurofibrillary tangles,Neurofibrillary tangles,NA,NA
HGNC:8142,gene,NA,OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3,MGA3,"The mouse ortholog of this protein co-purifies with the mitochondrial inner membrane. Mutations in this gene have been shown to result in 3-methylglutaconic aciduria type III and autosomal dominant optic atrophy and cataract. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2009]."
MONDO:0014945,disease,NA,"myopathy, distal, with rimmed vacuoles","myopathy, distal, with rimmed vacuoles",NA,NA
MONDO:0010578,disease,NA,deafness dystonia syndrome,deafness dystonia syndrome,NA,NA
MONDO:0859529,disease,NA,"amyotrophic lateral sclerosis 27, juvenile","amyotrophic lateral sclerosis 27, juvenile",NA,NA
MONDO:0008641,disease,NA,retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,NA,NA
HGNC:7422,gene,NA,MT-CO3,cytochrome c oxidase subunit III,COIII|MTCO3,"Predicted to enable electron transfer activity and oxidoreduction-driven active transmembrane transporter activity. Involved in respiratory chain complex IV assembly. Part of respiratory chain complex IV. Implicated in MELAS syndrome. [provided by Alliance of Genome Resources, Apr 2022]"
MONDO:0016562,disease,NA,progressive supranuclear palsy-pure akinesia with gait freezing syndrome,progressive supranuclear palsy-pure akinesia with gait freezing syndrome,NA,NA
MONDO:0010319,disease,NA,syndromic X-linked intellectual disability Hedera type,syndromic X-linked intellectual disability Hedera type,NA,NA
MONDO:0018544,disease,NA,adrenoleukodystrophy,adrenoleukodystrophy,NA,NA
MONDO:0009620,disease,NA,Say-Barber-Miller syndrome,Say-Barber-Miller syndrome,NA,NA
MONDO:0030835,disease,NA,"developmental delay, impaired growth, dysmorphic facies, and axonal neuropathy","developmental delay, impaired growth, dysmorphic facies, and axonal neuropathy",NA,NA
MONDO:0014178,disease,NA,inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia 2,inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia 2,NA,NA
MONDO:0007182,disease,NA,Machado-Joseph disease,Machado-Joseph disease,NA,NA
MONDO:0008201,disease,NA,Perry syndrome,Perry syndrome,NA,NA
HGNC:9039,gene,NA,PLA2G6,phospholipase A2 group VI,CaI-PLA2|GVI|INAD1|IPLA2-VIA|NBIA2|NBIA2A|NBIA2B|PARK14|PLA2|PNPLA9|iPLA2|iPLA2beta,"The protein encoded by this gene is an A2 phospholipase, a class of enzyme that catalyzes the release of fatty acids from phospholipids. The encoded protein may play a role in phospholipid remodelling, arachidonic acid release, leukotriene and prostaglandin synthesis, fas-mediated apoptosis, and transmembrane ion flux in glucose-stimulated B-cells. Several transcript variants encoding multiple isoforms have been described, but the full-length nature of only three of them have been determined to date. [provided by RefSeq, Dec 2010]."
MONDO:0033645,disease,NA,"mitochondrial complex IV deficiency, nuclear type 11","mitochondrial complex IV deficiency, nuclear type 11",NA,NA
MONDO:0024457,disease,NA,neurodegeneration with brain iron accumulation 2A,neurodegeneration with brain iron accumulation 2A,NA,NA
HGNC:20716,gene,NA,KLC2,kinesin light chain 3,KLC2|KLC2L|KLCt|KNS2B,"This gene encodes a member of the kinesin light chain gene family. Kinesins are molecular motors involved in the transport of cargo along microtubules, and are composed of two kinesin heavy chain (KHC) and two kinesin light chain (KLC) molecules. KLCs are thought to typically be involved in binding cargo and regulating kinesin activity. In the rat, a protein similar to this gene product is expressed in post-meiotic spermatids, where it associates with structural components of sperm tails and mitochondria. [provided by RefSeq, Jul 2008]."
HGNC:9449,gene,NA,PRNP,prion protein (Kanno blood group),ASCR|AltPrP|CD230|CJD|GSS|KURU|PRIP|PrP|PrP27-30|PrP33-35C|PrPc|p27-30,"The protein encoded by this gene is a membrane glycosylphosphatidylinositol-anchored glycoprotein that tends to aggregate into rod-like structures. The encoded protein contains a highly unstable region of five tandem octapeptide repeats. This gene is found on chromosome 20, approximately 20 kbp upstream of a gene which encodes a biochemically and structurally similar protein to the one encoded by this gene. Mutations in the repeat region as well as elsewhere in this gene have been associated with Creutzfeldt-Jakob disease, fatal familial insomnia, Gerstmann-Straussler disease, Huntington disease-like 1, and kuru. An overlapping open reading frame has been found for this gene that encodes a smaller, structurally unrelated protein, AltPrp. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2014]."
MONDO:0017176,disease,NA,Machado-Joseph disease type 3,Machado-Joseph disease type 3,NA,NA
HGNC:11139,gene,NA,SNCAIP,synuclein alpha interacting protein,SYPH1|Sph1,"This gene encodes a protein containing several protein-protein interaction domains, including ankyrin-like repeats, a coiled-coil domain, and an ATP/GTP-binding motif. The encoded protein interacts with alpha-synuclein in neuronal tissue and may play a role in the formation of cytoplasmic inclusions and neurodegeneration. A mutation in this gene has been associated with Parkinson's disease. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2015]."
MONDO:0012241,disease,NA,"progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3","progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3",NA,NA
MONDO:0016091,disease,NA,adult Krabbe disease,adult Krabbe disease,NA,NA
HP:0031993,phenotype,NA,Hoffmann sign,Hoffmann sign,NA,NA
MONDO:0016810,disease,NA,autosomal recessive progressive external ophthalmoplegia,autosomal recessive progressive external ophthalmoplegia,NA,NA
HP:0002548,phenotype,NA,Parkinsonism with favorable response to dopaminergic medication,Parkinsonism with favorable response to dopaminergic medication,NA,NA
MONDO:0017276,disease,NA,frontotemporal dementia,frontotemporal dementia,NA,NA
MONDO:0007325,disease,NA,"choreoathetosis, familial inverted","choreoathetosis, familial inverted",NA,NA
MONDO:0800027,disease,NA,"leukoencephalopathy, diffuse hereditary, with spheroids 1","leukoencephalopathy, diffuse hereditary, with spheroids 1",NA,NA
MONDO:0011445,disease,NA,hereditary spastic paraplegia 11,hereditary spastic paraplegia 11,NA,NA
HGNC:7678,gene,NA,NDP,norrin cystine knot growth factor NDP,EVR2|FEVR|ND,"This gene encodes a secreted protein with a cystein-knot motif that activates the Wnt/beta-catenin pathway. The protein forms disulfide-linked oligomers in the extracellular matrix. Mutations in this gene result in Norrie disease and X-linked exudative vitreoretinopathy. [provided by RefSeq, Feb 2009]."
HGNC:1356,gene,NA,ERLIN2,ER lipid raft associated 2,C8orf2|Erlin-2|NET32|SPFH2|SPG18|SPG18A|SPG18B,"This gene encodes a member of the SPFH domain-containing family of lipid raft-associated proteins. The encoded protein is localized to lipid rafts of the endoplasmic reticulum and plays a critical role in inositol 1,4,5-trisphosphate (IP3) signaling by mediating ER-associated degradation of activated IP3 receptors. Mutations in this gene are a cause of spastic paraplegia-18 (SPG18). Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Feb 2012]."
HGNC:11005,gene,NA,SLC2A1,solute carrier family 2 member 1,CSE|DYT17|DYT18|DYT9|EIG12|GLUT|GLUT-1|GLUT1|GLUT1DS|HTLVR|PED|SDCHCN,"This gene encodes a major glucose transporter in the mammalian blood-brain barrier. The encoded protein is found primarily in the cell membrane and on the cell surface, where it can also function as a receptor for human T-cell leukemia virus (HTLV) I and II. Mutations in this gene have been found in a family with paroxysmal exertion-induced dyskinesia. [provided by RefSeq, Apr 2013]."
HGNC:10549,gene,NA,ATXN10,ataxin 10,ATX10|E46L|HUMEEP|SCA10,"This gene encodes a protein that may function in neuron survival, neuron differentiation, and neuritogenesis. These roles may be carried out via activation of the mitogen-activated protein kinase cascade. Expansion of an ATTCT repeat from 9-32 copies to 800-4500 copies in an intronic region of this locus has been associated with spinocerebellar ataxia, type 10. Alternatively spliced transcript variants have been described.[provided by RefSeq, Jul 2016]."
MONDO:0016621,disease,NA,juvenile Huntington disease,juvenile Huntington disease,NA,NA
HGNC:12407,gene,NA,TUBA4A,tubulin alpha 4a,ALS22|CMYO26|FTDALS9|H2-ALPHA|OZEMA23|SPAX11|TUBA1,"Microtubules of the eukaryotic cytoskeleton perform essential and diverse functions and are composed of a heterodimer of alpha and beta tubulin. The genes encoding these microtubule constituents are part of the tubulin superfamily, which is composed of six distinct families. Genes from the alpha, beta and gamma tubulin families are found in all eukaryotes. The alpha and beta tubulins represent the major components of microtubules, while gamma tubulin plays a critical role in the nucleation of microtubule assembly. There are multiple alpha and beta tubulin genes and they are highly conserved among and between species. This gene encodes an alpha tubulin that is a highly conserved homolog of a rat testis-specific alpha tubulin. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2013]."
HGNC:4851,gene,NA,HTT,solute carrier family 6 member 4,5-HTT|5-HTTLPR|5HTT|HTT|OCD1|SERT|SERT1|hSERT,"This gene encodes an integral membrane protein that transports the neurotransmitter serotonin from synaptic spaces into presynaptic neurons. The encoded protein terminates the action of serotonin and recycles it in a sodium-dependent manner. This protein is a target of psychomotor stimulants, such as amphetamines and cocaine, and is a member of the sodium:neurotransmitter symporter family. A repeat length polymorphism in the promoter of this gene has been shown to affect the rate of serotonin uptake. There have been conflicting results in the literature about the possible effect, if any, that this polymorphism may play in behavior and depression. [provided by RefSeq, May 2019]."
MONDO:0033638,disease,NA,"mitochondrial complex IV deficiency, nuclear type 8","mitochondrial complex IV deficiency, nuclear type 8",NA,NA
MONDO:0009749,disease,NA,giant axonal neuropathy 1,giant axonal neuropathy 1,NA,NA
HGNC:14686,gene,NA,JAM2,junctional adhesion molecule 2,C21orf43|CD322|IBGC8|JAM-B|JAMB|PRO245|VE-JAM|VEJAM,"This gene belongs to the immunoglobulin superfamily, and the junctional adhesion molecule (JAM) family. The protein encoded by this gene is a type I membrane protein that is localized at the tight junctions of both epithelial and endothelial cells. It acts as an adhesive ligand for interacting with a variety of immune cell types, and may play a role in lymphocyte homing to secondary lymphoid organs. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jul 2012]."
MONDO:0859309,disease,NA,"spastic paraplegia 88, autosomal dominant","spastic paraplegia 88, autosomal dominant",NA,NA
HGNC:11825,gene,NA,NKX2-1,NK2 homeobox 1,BCH|BHC|NK-2|NKX2.1|NKX2A|NMTC1|T/EBP|TEBP|TITF1|TTF-1|TTF1,"This gene encodes a protein initially identified as a thyroid-specific transcription factor. The encoded protein binds to the thyroglobulin promoter and regulates the expression of thyroid-specific genes but has also been shown to regulate the expression of genes involved in morphogenesis. Mutations and deletions in this gene are associated with benign hereditary chorea, choreoathetosis, congenital hypothyroidism, and neonatal respiratory distress, and may be associated with thyroid cancer. Multiple transcript variants encoding different isoforms have been found for this gene. This gene shares the symbol/alias 'TTF1' with another gene, transcription termination factor 1, which plays a role in ribosomal gene transcription. [provided by RefSeq, Feb 2014]."
MONDO:0018475,disease,NA,PRKAR1B-related neurodegenerative dementia with intermediate filaments,PRKAR1B-related neurodegenerative dementia with intermediate filaments,NA,NA
MONDO:0014768,disease,NA,"cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2","cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2",NA,NA
HGNC:9179,gene,NA,POLG,POLG alternative reading frame,ORF-Y|POLG,"This gene uses the same transcript as the POLG gene but has a CUG start codon and an alternate reading frame that makes a 260 aa protein. This protein is distinct from POLG isoforms and may interact with P32 (also known as C1QBP), a mitochondrial matrix protein thought to be involved in the expression of mitochondrial genome-encoded proteins. POLGARF protein may bind P32 and sequester it in the nucleolus. Interestingly, some disease-causing mutations thought to be in POLG may instead be associated with POLGARF. [provided by RefSeq, May 2022]."
MONDO:0032610,disease,NA,"mitochondrial complex I deficiency, nuclear type 5","mitochondrial complex I deficiency, nuclear type 5",NA,NA
HGNC:2202,gene,NA,COL4A1,collagen type IV alpha 1 chain,BSVD|BSVD1|COL4A1s|PADMAL|RATOR,"This gene encodes a type IV collagen alpha protein. Type IV collagen proteins are integral components of basement membranes. This gene shares a bidirectional promoter with a paralogous gene on the opposite strand. The protein consists of an amino-terminal 7S domain, a triple-helix forming collagenous domain, and a carboxy-terminal non-collagenous domain. It functions as part of a heterotrimer and interacts with other extracellular matrix components such as perlecans, proteoglycans, and laminins. In addition, proteolytic cleavage of the non-collagenous carboxy-terminal domain results in a biologically active fragment known as arresten, which has anti-angiogenic and tumor suppressor properties. Mutations in this gene cause porencephaly, cerebrovascular disease, and renal and muscular defects. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2014]."
HGNC:11049,gene,NA,SLC6A3,solute carrier family 6 member 3,DAT|DAT1|PKDYS|PKDYS1,"This gene encodes a dopamine transporter which is a member of the sodium- and chloride-dependent neurotransmitter transporter family. The 3' UTR of this gene contains a 40 bp tandem repeat, referred to as a variable number tandem repeat or VNTR, which can be present in 3 to 11 copies. Variation in the number of repeats is associated with idiopathic epilepsy, attention-deficit hyperactivity disorder, dependence on alcohol and cocaine, susceptibility to Parkinson disease and protection against nicotine dependence.[provided by RefSeq, Nov 2009]."
HP:0002511,phenotype,NA,Alzheimer disease,Alzheimer disease,NA,NA
HP:0002011,phenotype,NA,Morphological central nervous system abnormality,Morphological central nervous system abnormality,NA,NA
HGNC:12461,gene,NA,UBAP1,ubiquitin associated protein 1,NAG20|SPG80|UAP|UBAP|UBAP-1,"This gene is a member of the UBA domain family, whose members include proteins having connections to ubiquitin and the ubiquitination pathway. The ubiquitin associated domain is thought to be a non-covalent ubiquitin binding domain consisting of a compact three helix bundle. This particular protein originates from a gene locus in a refined region on chromosome 9 undergoing loss of heterozygosity in nasopharyngeal carcinoma (NPC). Taking into account its cytogenetic location, this UBA domain family member is being studies as a putative target for mutation in nasopharyngeal carcinomas. Multiple alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2010]."
MONDO:0011703,disease,NA,spongiform encephalopathy with neuropsychiatric features,spongiform encephalopathy with neuropsychiatric features,NA,NA
HGNC:589,gene,NA,ATG5,autophagy related 5,APG5|APG5-LIKE|APG5L|ASP|SCAR25|hAPG5,"The protein encoded by this gene, in combination with autophagy protein 12, functions as an E1-like activating enzyme in a ubiquitin-like conjugating system. The encoded protein is involved in several cellular processes, including autophagic vesicle formation, mitochondrial quality control after oxidative damage, negative regulation of the innate antiviral immune response, lymphocyte development and proliferation, MHC II antigen presentation, adipocyte differentiation, and apoptosis. Several transcript variants encoding different protein isoforms have been found for this gene. [provided by RefSeq, Sep 2015]."
HGNC:2719,gene,NA,DDC,dopa decarboxylase,AADC,"The encoded protein catalyzes the decarboxylation of L-3,4-dihydroxyphenylalanine (DOPA) to dopamine, L-5-hydroxytryptophan to serotonin and L-tryptophan to tryptamine. Defects in this gene are the cause of aromatic L-amino-acid decarboxylase deficiency (AADCD). AADCD deficiency is an inborn error in neurotransmitter metabolism that leads to combined serotonin and catecholamine deficiency. Multiple alternatively spliced transcript variants encoding different isoforms have been identified for this gene. [provided by RefSeq, Jun 2011]."
HGNC:8800,gene,NA,PDGFB,platelet derived growth factor subunit B,IBGC5|PDGF-2|PDGF2|SIS|SSV|c-sis,"This gene encodes a member of the protein family comprised of both platelet-derived growth factors (PDGF) and vascular endothelial growth factors (VEGF). The encoded preproprotein is proteolytically processed to generate platelet-derived growth factor subunit B, which can homodimerize, or alternatively, heterodimerize with the related platelet-derived growth factor subunit A. These proteins bind and activate PDGF receptor tyrosine kinases, which play a role in a wide range of developmental processes. Mutations in this gene are associated with meningioma. Reciprocal translocations between chromosomes 22 and 17, at sites where this gene and that for collagen type 1, alpha 1 are located, are associated with dermatofibrosarcoma protuberans, a rare skin tumor. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2015]."
MONDO:0014209,disease,NA,early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome,early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome,NA,NA
MONDO:0010156,disease,NA,Troyer syndrome,Troyer syndrome,NA,NA
HGNC:6222,gene,NA,KCNA4,potassium voltage-gated channel subfamily A member 4,HBK4|HK1|HPCN2|HUKII|KCNA4L|KCNA8|KV1.4|MCIDDS|PCN2,"Potassium channels represent the most complex class of voltage-gated ion channels from both functional and structural standpoints. Their diverse functions include regulating neurotransmitter release, heart rate, insulin secretion, neuronal excitability, epithelial electrolyte transport, smooth muscle contraction, and cell volume. Four sequence-related potassium channel genes - shaker, shaw, shab, and shal - have been identified in Drosophila, and each has been shown to have human homolog(s). This gene encodes a member of the potassium channel, voltage-gated, shaker-related subfamily. This member contains six membrane-spanning domains with a shaker-type repeat in the fourth segment. It belongs to the A-type potassium current class, the members of which may be important in the regulation of the fast repolarizing phase of action potentials in heart and thus may influence the duration of cardiac action potential.[provided by RefSeq, Mar 2011]."
MONDO:0015033,disease,NA,"ABeta amyloidosis, dutch type","ABeta amyloidosis, dutch type",NA,NA
MONDO:0007088,disease,NA,Alzheimer disease type 1,Alzheimer disease type 1,NA,NA
HGNC:17761,gene,NA,TREM2,triggering receptor expressed on myeloid cells 2,AD17|PLOSL2|TREM-2|Trem2a|Trem2b|Trem2c,"This gene encodes a membrane protein that forms a receptor signaling complex with the TYRO protein tyrosine kinase binding protein. The encoded protein functions in immune response and may be involved in chronic inflammation by triggering the production of constitutive inflammatory cytokines. Defects in this gene are a cause of polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy (PLOSL). Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Nov 2012]."
HP:0000727,phenotype,NA,Frontal lobe dementia,Frontal lobe dementia,NA,NA
HP:0030219,phenotype,NA,Semantic dementia,Semantic dementia,NA,NA
MONDO:0010773,disease,NA,mitochondrial myopathy with diabetes,mitochondrial myopathy with diabetes,NA,NA
MONDO:0013987,disease,NA,combined oxidative phosphorylation defect type 15,combined oxidative phosphorylation defect type 15,NA,NA
MONDO:0010997,disease,NA,"supranuclear palsy, progressive, 1","supranuclear palsy, progressive, 1",NA,NA
HGNC:9509,gene,NA,PSEN2,presenilin 2,AD3L|AD4|CMD1V|PS2|STM2,"Alzheimer's disease (AD) patients with an inherited form of the disease carry mutations in the presenilin proteins (PSEN1 or PSEN2) or the amyloid precursor protein (APP). These disease-linked mutations result in increased production of the longer form of amyloid-beta (main component of amyloid deposits found in AD brains). Presenilins are postulated to regulate APP processing through their effects on gamma-secretase, an enzyme that cleaves APP. Also, it is thought that the presenilins are involved in the cleavage of the Notch receptor such that, they either directly regulate gamma-secretase activity, or themselves act are protease enzymes. Two alternatively spliced transcript variants encoding different isoforms of PSEN2 have been identified. [provided by RefSeq, Jul 2008]."
MONDO:0032828,disease,NA,"spastic tetraplegia and axial hypotonia, progressive","spastic tetraplegia and axial hypotonia, progressive",NA,NA
MONDO:0018346,disease,NA,ferro-cerebro-cutaneous syndrome,ferro-cerebro-cutaneous syndrome,NA,NA
